User Input File,Simulation Variable,Simulation Sub Variable,Simulation Sub Variable2,Value Type,Operator,Value,UOM,Start Month,End Month
op_G_GSM_input_demand,South,GSP4 Used Gas,,,,,BBTUD,,
op_G_GSM_input_demand,South,KN Power Plant,,,,,BBTUD,,
op_G_GSM_input_demand,South,CHN Power,,,,,BBTUD,,
op_G_GSM_input_demand,South,CHN NGV,,,,,BBTUD,,
op_G_GSM_input_demand,East,EGAT&IPP,,,,,BBTUD,,
op_G_GSM_input_demand,East,SPP,,,,,BBTUD,,
op_G_GSM_input_demand,East,IND,,,,,BBTUD,,
op_G_GSM_input_demand,East,NGV,,,,,BBTUD,,
op_G_GSM_input_demand,East,Fuel,,,,,BBTUD,,
op_G_GSM_input_demand,West,EGAT&IPP,,,,,BBTUD,,
op_G_GSM_input_demand,West,SPP,,,,,BBTUD,,
op_G_GSM_input_demand,West,IND,,,,,BBTUD,,
op_G_GSM_input_demand,West,NGV,,,,,BBTUD,,
op_G_GSM_input_demand,West,Fuel,,,,,BBTUD,,
op_E_GC_input_cost_per_feedstock,Domestic LN,,,Feedstock Cost,,,$/TON,,
op_E_GC_input_cost_per_feedstock,GC LN,,,Feedstock Cost,,,$/TON,,
op_E_GC_input_cost_per_feedstock,GC LPG ARO,,,Feedstock Cost,,,$/TON,,
op_E_GC_input_cost_per_feedstock,GC LPG REF,,,Feedstock Cost,,,$/TON,,
op_E_GC_input_cost_per_feedstock,GSP Ethane,,,Feedstock Cost,,,$/TON,,
op_E_GC_input_cost_per_feedstock,GSP LPG,,,Feedstock Cost,,,$/TON,,
op_E_GC_input_cost_per_feedstock,GSP NGL,,,Feedstock Cost,,,$/TON,,
op_E_GC_input_cost_per_feedstock,GSP Propane,,,Feedstock Cost,,,$/TON,,
op_E_GC_input_cost_per_feedstock,IRPC LN,,,Feedstock Cost,,,$/TON,,
op_E_GC_input_cost_per_feedstock,Import Ethylene,,,Feedstock Cost,,,$/TON,,
op_E_GC_input_cost_per_feedstock,Import LN A,,,Feedstock Cost,,,$/TON,,
op_E_GC_input_cost_per_feedstock,Import LN B,,,Feedstock Cost,,,$/TON,,
op_E_GC_input_cost_per_feedstock,Import LN C,,,Feedstock Cost,,,$/TON,,
op_E_GC_input_cost_per_feedstock,Import LN D,,,Feedstock Cost,,,$/TON,,
op_E_GC_input_cost_per_feedstock,Import LN E,,,Feedstock Cost,,,$/TON,,
op_E_GC_input_cost_per_feedstock,Import LPG,,,Feedstock Cost,,,$/TON,,
op_E_GC_input_cost_per_feedstock,Import Propane,,,Feedstock Cost,,,$/TON,,
op_E_GC_input_cost_per_feedstock,TOP LN,,,Feedstock Cost,,,$/TON,,
op_E_GC_input_cost_per_feedstock,Domestic LN,,,Olefin Processing Cost,,,$/TON,,
op_E_GC_input_cost_per_feedstock,GC LN,,,Olefin Processing Cost,,,$/TON,,
op_E_GC_input_cost_per_feedstock,GC LPG ARO,,,Olefin Processing Cost,,,$/TON,,
op_E_GC_input_cost_per_feedstock,GC LPG REF,,,Olefin Processing Cost,,,$/TON,,
op_E_GC_input_cost_per_feedstock,GSP Ethane,,,Olefin Processing Cost,,,$/TON,,
op_E_GC_input_cost_per_feedstock,GSP LPG,,,Olefin Processing Cost,,,$/TON,,
op_E_GC_input_cost_per_feedstock,GSP NGL,,,Olefin Processing Cost,,,$/TON,,
op_E_GC_input_cost_per_feedstock,GSP Propane,,,Olefin Processing Cost,,,$/TON,,
op_E_GC_input_cost_per_feedstock,IRPC LN,,,Olefin Processing Cost,,,$/TON,,
op_E_GC_input_cost_per_feedstock,Import Ethylene,,,Olefin Processing Cost,,,$/TON,,
op_E_GC_input_cost_per_feedstock,Import LN A,,,Olefin Processing Cost,,,$/TON,,
op_E_GC_input_cost_per_feedstock,Import LN B,,,Olefin Processing Cost,,,$/TON,,
op_E_GC_input_cost_per_feedstock,Import LN C,,,Olefin Processing Cost,,,$/TON,,
op_E_GC_input_cost_per_feedstock,Import LN D,,,Olefin Processing Cost,,,$/TON,,
op_E_GC_input_cost_per_feedstock,Import LN E,,,Olefin Processing Cost,,,$/TON,,
op_E_GC_input_cost_per_feedstock,Import LPG,,,Olefin Processing Cost,,,$/TON,,
op_E_GC_input_cost_per_feedstock,Import Propane,,,Olefin Processing Cost,,,$/TON,,
op_E_GC_input_cost_per_feedstock,TOP LN,,,Olefin Processing Cost,,,$/TON,,
op_G_GSM_input_pipeline_capacity_constraint,24,,,min,,,MMSCFD,,
op_G_GSM_input_pipeline_capacity_constraint,34,,,min,,,MMSCFD,,
op_G_GSM_input_pipeline_capacity_constraint,36,,,min,,,MMSCFD,,
op_G_GSM_input_pipeline_capacity_constraint,42,,,min,,,MMSCFD,,
op_G_GSM_input_pipeline_capacity_constraint,CHN,,,min,,,MMSCFD,,
op_G_GSM_input_pipeline_capacity_constraint,24,,,max,,,MMSCFD,,
op_G_GSM_input_pipeline_capacity_constraint,34,,,max,,,MMSCFD,,
op_G_GSM_input_pipeline_capacity_constraint,36,,,max,,,MMSCFD,,
op_G_GSM_input_pipeline_capacity_constraint,42,,,max,,,MMSCFD,,
op_G_GSM_input_pipeline_capacity_constraint,CHN,,,max,,,MMSCFD,,
op_E_EP_input_price,HDPE,,,,,,$/TON,,
op_E_EP_input_price,LDPE,,,,,,$/TON,,
op_E_EP_input_price,LLDPE,,,,,,$/TON,,
op_E_EP_input_price,PS,,,,,,$/TON,,
op_E_EP_input_price,PP,,,,,,$/TON,,
op_E_EP_input_price,Ethylene,,,,,,$/TON,,
op_E_EP_input_price,Propylene,,,,,,$/TON,,
op_E_EP_input_price,LN,,,,,,$/TON,,
op_E_EP_input_price,Domestic Ethylene,,,,,,$/TON,,
op_E_EP_input_price,Domestic Propylene,,,,,,$/TON,,
op_E_GC_input_polymers_conv_cost,HDPE,,,Conversion,,,,,
op_E_GC_input_polymers_conv_cost,LDPE,,,Conversion,,,,,
op_E_GC_input_polymers_conv_cost,LLDPE,,,Conversion,,,,,
op_E_GC_input_polymers_conv_cost,PS,,,Conversion,,,,,
op_E_GC_input_polymers_conv_cost,Glycol,,,Conversion,,,,,
op_E_GC_input_polymers_conv_cost,PP,,,Conversion,,,,,
op_E_GC_input_polymers_conv_cost,Phenol,,,Conversion,,,,,
op_E_GC_input_polymers_conv_cost,GCO,,,Conversion,,,,,
op_E_GC_input_polymers_conv_cost,HDPE,,,Production Cost ($/T of Polymer),,,$/TON,,
op_E_GC_input_polymers_conv_cost,LDPE,,,Production Cost ($/T of Polymer),,,$/TON,,
op_E_GC_input_polymers_conv_cost,LLDPE,,,Production Cost ($/T of Polymer),,,$/TON,,
op_E_GC_input_polymers_conv_cost,PS,,,Production Cost ($/T of Polymer),,,$/TON,,
op_E_GC_input_polymers_conv_cost,Glycol,,,Production Cost ($/T of Polymer),,,$/TON,,
op_E_GC_input_polymers_conv_cost,PP,,,Production Cost ($/T of Polymer),,,$/TON,,
op_E_GC_input_polymers_conv_cost,Phenol,,,Production Cost ($/T of Polymer),,,$/TON,,
op_E_GC_input_polymers_conv_cost,GCO,,,Production Cost ($/T of Polymer),,,$/TON,,
op_E_GC_input_price,Glycol,,,,,,$/TON,,
op_E_GC_input_price,Phenol,,,,,,$/TON,,
op_E_GC_input_price,GCO,,,,,,$/TON,,
op_G_GSM_input_supply,T1,East Supply,,Min (MMSCFD),,,MMSCFD,,
op_G_GSM_input_supply,T2,East Supply,,Min (MMSCFD),,,MMSCFD,,
op_G_GSM_input_supply,T3,East Supply,,Min (MMSCFD),,,MMSCFD,,
op_G_GSM_input_supply,Pailin,East Supply,,Min (MMSCFD),,,MMSCFD,,
op_G_GSM_input_supply,B8/32,East Supply,,Min (MMSCFD),,,MMSCFD,,
op_G_GSM_input_supply,GBN,East Supply,,Min (MMSCFD),,,MMSCFD,,
op_G_GSM_input_supply,Arthit,East Supply,,Min (MMSCFD),,,MMSCFD,,
op_G_GSM_input_supply,GBS,East Supply,,Min (MMSCFD),,,MMSCFD,,
op_G_GSM_input_supply,JDA A-18,East Supply,,Min (MMSCFD),,,MMSCFD,,
op_G_GSM_input_supply,JDA A-18 (Additional),East Supply,,Min (MMSCFD),,,MMSCFD,,
op_G_GSM_input_supply,Yadana,West Supply,,Min (MMSCFD),,,MMSCFD,,
op_G_GSM_input_supply,Yetagun,West Supply,,Min (MMSCFD),,,MMSCFD,,
op_G_GSM_input_supply,Zawtika,West Supply,,Min (MMSCFD),,,MMSCFD,,
op_G_GSM_input_supply,LNG Contract,LNG,,Min (MMSCFD),,,MMSCFD,,
op_G_GSM_input_supply,LNG Spot,LNG,,Min (MMSCFD),,,MMSCFD,,
op_G_GSM_input_supply,LNG_3_Party_Import,LNG,,Min (MMSCFD),,,MMSCFD,,
op_G_GSM_input_supply,G1,East Supply,,Min (MMSCFD),,,MMSCFD,,
op_G_GSM_input_supply,G2,East Supply,,Min (MMSCFD),,,MMSCFD,,
op_G_GSM_input_supply,B17,East Supply,,Min (MMSCFD),,,MMSCFD,,
op_G_GSM_input_supply,T1,East Supply,,Max (MMSCFD),,,MMSCFD,,
op_G_GSM_input_supply,T2,East Supply,,Max (MMSCFD),,,MMSCFD,,
op_G_GSM_input_supply,T3,East Supply,,Max (MMSCFD),,,MMSCFD,,
op_G_GSM_input_supply,Pailin,East Supply,,Max (MMSCFD),,,MMSCFD,,
op_G_GSM_input_supply,B8/32,East Supply,,Max (MMSCFD),,,MMSCFD,,
op_G_GSM_input_supply,GBN,East Supply,,Max (MMSCFD),,,MMSCFD,,
op_G_GSM_input_supply,Arthit,East Supply,,Max (MMSCFD),,,MMSCFD,,
op_G_GSM_input_supply,GBS,East Supply,,Max (MMSCFD),,,MMSCFD,,
op_G_GSM_input_supply,JDA A-18,East Supply,,Max (MMSCFD),,,MMSCFD,,
op_G_GSM_input_supply,JDA A-18 (Additional),East Supply,,Max (MMSCFD),,,MMSCFD,,
op_G_GSM_input_supply,Yadana,West Supply,,Max (MMSCFD),,,MMSCFD,,
op_G_GSM_input_supply,Yetagun,West Supply,,Max (MMSCFD),,,MMSCFD,,
op_G_GSM_input_supply,Zawtika,West Supply,,Max (MMSCFD),,,MMSCFD,,
op_G_GSM_input_supply,LNG Contract,LNG,,Max (MMSCFD),,,MMSCFD,,
op_G_GSM_input_supply,LNG Spot,LNG,,Max (MMSCFD),,,MMSCFD,,
op_G_GSM_input_supply,LNG_3_Party_Import,LNG,,Max (MMSCFD),,,MMSCFD,,
op_G_GSM_input_supply,G1,East Supply,,Max (MMSCFD),,,MMSCFD,,
op_G_GSM_input_supply,G2,East Supply,,Max (MMSCFD),,,MMSCFD,,
op_G_GSM_input_supply,B17,East Supply,,Max (MMSCFD),,,MMSCFD,,
op_G_GSM_input_supply,T1,East Supply,,Heating Value (BTU/SCF),,,BTU/SCF,,
op_G_GSM_input_supply,T2,East Supply,,Heating Value (BTU/SCF),,,BTU/SCF,,
op_G_GSM_input_supply,T3,East Supply,,Heating Value (BTU/SCF),,,BTU/SCF,,
op_G_GSM_input_supply,Pailin,East Supply,,Heating Value (BTU/SCF),,,BTU/SCF,,
op_G_GSM_input_supply,B8/32,East Supply,,Heating Value (BTU/SCF),,,BTU/SCF,,
op_G_GSM_input_supply,GBN,East Supply,,Heating Value (BTU/SCF),,,BTU/SCF,,
op_G_GSM_input_supply,Arthit,East Supply,,Heating Value (BTU/SCF),,,BTU/SCF,,
op_G_GSM_input_supply,GBS,East Supply,,Heating Value (BTU/SCF),,,BTU/SCF,,
op_G_GSM_input_supply,JDA A-18,East Supply,,Heating Value (BTU/SCF),,,BTU/SCF,,
op_G_GSM_input_supply,JDA A-18 (Additional),East Supply,,Heating Value (BTU/SCF),,,BTU/SCF,,
op_G_GSM_input_supply,Yadana,West Supply,,Heating Value (BTU/SCF),,,BTU/SCF,,
op_G_GSM_input_supply,Yetagun,West Supply,,Heating Value (BTU/SCF),,,BTU/SCF,,
op_G_GSM_input_supply,Zawtika,West Supply,,Heating Value (BTU/SCF),,,BTU/SCF,,
op_G_GSM_input_supply,LNG Contract,LNG,,Heating Value (BTU/SCF),,,BTU/SCF,,
op_G_GSM_input_supply,LNG Spot,LNG,,Heating Value (BTU/SCF),,,BTU/SCF,,
op_G_GSM_input_supply,LNG_3_Party_Import,LNG,,Heating Value (BTU/SCF),,,BTU/SCF,,
op_G_GSM_input_supply,G1,East Supply,,Heating Value (BTU/SCF),,,BTU/SCF,,
op_G_GSM_input_supply,G2,East Supply,,Heating Value (BTU/SCF),,,BTU/SCF,,
op_G_GSM_input_supply,B17,East Supply,,Heating Value (BTU/SCF),,,BTU/SCF,,
op_G_GSM_input_supply,T1,East Supply,,Price (THB/ MMBTU),,,THB/MMBTU,,
op_G_GSM_input_supply,T2,East Supply,,Price (THB/ MMBTU),,,THB/MMBTU,,
op_G_GSM_input_supply,T3,East Supply,,Price (THB/ MMBTU),,,THB/MMBTU,,
op_G_GSM_input_supply,Pailin,East Supply,,Price (THB/ MMBTU),,,THB/MMBTU,,
op_G_GSM_input_supply,B8/32,East Supply,,Price (THB/ MMBTU),,,THB/MMBTU,,
op_G_GSM_input_supply,GBN,East Supply,,Price (THB/ MMBTU),,,THB/MMBTU,,
op_G_GSM_input_supply,Arthit,East Supply,,Price (THB/ MMBTU),,,THB/MMBTU,,
op_G_GSM_input_supply,GBS,East Supply,,Price (THB/ MMBTU),,,THB/MMBTU,,
op_G_GSM_input_supply,JDA A-18,East Supply,,Price (THB/ MMBTU),,,THB/MMBTU,,
op_G_GSM_input_supply,JDA A-18 (Additional),East Supply,,Price (THB/ MMBTU),,,THB/MMBTU,,
op_G_GSM_input_supply,Yadana,West Supply,,Price (THB/ MMBTU),,,THB/MMBTU,,
op_G_GSM_input_supply,Yetagun,West Supply,,Price (THB/ MMBTU),,,THB/MMBTU,,
op_G_GSM_input_supply,Zawtika,West Supply,,Price (THB/ MMBTU),,,THB/MMBTU,,
op_G_GSM_input_supply,LNG Contract,LNG,,Price (THB/ MMBTU),,,THB/MMBTU,,
op_G_GSM_input_supply,LNG Spot,LNG,,Price (THB/ MMBTU),,,THB/MMBTU,,
op_G_GSM_input_supply,LNG_3_Party_Import,LNG,,Price (THB/ MMBTU),,,THB/MMBTU,,
op_G_GSM_input_supply,G1,East Supply,,Price (THB/ MMBTU),,,THB/MMBTU,,
op_G_GSM_input_supply,G2,East Supply,,Price (THB/ MMBTU),,,THB/MMBTU,,
op_G_GSM_input_supply,B17,East Supply,,Price (THB/ MMBTU),,,THB/MMBTU,,
op_G_GSM_input_supply,T1,East Supply,,Min (CF),,,MMSCFD,,
op_G_GSM_input_supply,T2,East Supply,,Min (CF),,,MMSCFD,,
op_G_GSM_input_supply,T3,East Supply,,Min (CF),,,MMSCFD,,
op_G_GSM_input_supply,Pailin,East Supply,,Min (CF),,,MMSCFD,,
op_G_GSM_input_supply,B8/32,East Supply,,Min (CF),,,MMSCFD,,
op_G_GSM_input_supply,GBN,East Supply,,Min (CF),,,MMSCFD,,
op_G_GSM_input_supply,Arthit,East Supply,,Min (CF),,,MMSCFD,,
op_G_GSM_input_supply,GBS,East Supply,,Min (CF),,,MMSCFD,,
op_G_GSM_input_supply,JDA A-18,East Supply,,Min (CF),,,MMSCFD,,
op_G_GSM_input_supply,JDA A-18 (Additional),East Supply,,Min (CF),,,MMSCFD,,
op_G_GSM_input_supply,Yadana,West Supply,,Min (CF),,,MMSCFD,,
op_G_GSM_input_supply,Yetagun,West Supply,,Min (CF),,,MMSCFD,,
op_G_GSM_input_supply,Zawtika,West Supply,,Min (CF),,,MMSCFD,,
op_G_GSM_input_supply,LNG Contract,LNG,,Min (CF),,,MMSCFD,,
op_G_GSM_input_supply,LNG Spot,LNG,,Min (CF),,,MMSCFD,,
op_G_GSM_input_supply,LNG_3_Party_Import,LNG,,Min (CF),,,MMSCFD,,
op_G_GSM_input_supply,G1,East Supply,,Min (CF),,,MMSCFD,,
op_G_GSM_input_supply,G2,East Supply,,Min (CF),,,MMSCFD,,
op_G_GSM_input_supply,B17,East Supply,,Min (CF),,,MMSCFD,,
op_G_GSM_input_supply,T1,East Supply,,Manual,,,MMSCFD,,
op_G_GSM_input_supply,T2,East Supply,,Manual,,,MMSCFD,,
op_G_GSM_input_supply,T3,East Supply,,Manual,,,MMSCFD,,
op_G_GSM_input_supply,Pailin,East Supply,,Manual,,,MMSCFD,,
op_G_GSM_input_supply,B8/32,East Supply,,Manual,,,MMSCFD,,
op_G_GSM_input_supply,GBN,East Supply,,Manual,,,MMSCFD,,
op_G_GSM_input_supply,Arthit,East Supply,,Manual,,,MMSCFD,,
op_G_GSM_input_supply,GBS,East Supply,,Manual,,,MMSCFD,,
op_G_GSM_input_supply,JDA A-18,East Supply,,Manual,,,MMSCFD,,
op_G_GSM_input_supply,JDA A-18 (Additional),East Supply,,Manual,,,MMSCFD,,
op_G_GSM_input_supply,Yadana,West Supply,,Manual,,,MMSCFD,,
op_G_GSM_input_supply,Yetagun,West Supply,,Manual,,,MMSCFD,,
op_G_GSM_input_supply,Zawtika,West Supply,,Manual,,,MMSCFD,,
op_G_GSM_input_supply,LNG Contract,LNG,,Manual,,,MMSCFD,,
op_G_GSM_input_supply,LNG Spot,LNG,,Manual,,,MMSCFD,,
op_G_GSM_input_supply,LNG_3_Party_Import,LNG,,Manual,,,MMSCFD,,
op_G_GSM_input_supply,G1,East Supply,,Manual,,,MMSCFD,,
op_G_GSM_input_supply,G2,East Supply,,Manual,,,MMSCFD,,
op_G_GSM_input_supply,B17,East Supply,,Manual,,,MMSCFD,,
op_G_GSM_input_wobbie_index_lng,LNG,,,,,,,,
op_I_GBU_input_alloc_by_demand_sector,NGV,private,,,,,%,,
op_I_GBU_input_alloc_by_demand_sector,NGV,public,,,,,%,,
op_I_GBU_input_alloc_by_demand_sector,Industrial,Industrial A,,,,,%,,
op_I_GBU_input_alloc_by_demand_sector,Industrial,Industrial B,,,,,%,,
op_I_GBU_input_alloc_by_demand_sector,Industrial,Industrial C,,,,,%,,
op_I_GBU_input_alloc_by_demand_sector,EGAT + IPP,EGAT + IPP,,,,,%,,
op_I_GBU_input_alloc_by_demand_sector,SPP,SPP,,,,,%,,
op_I_GBU_input_alloc_by_demand_sector,Fuel,Fuel,,,,,%,,
op_I_GBU_input_oil_fund_rate,oil_fund3,,,,,,THB/KG,,
op_I_GBU_input_oil_fund_rate,LPG Wholesale price,,,,,,THB/KG,,
op_I_GBU_input_oil_fund_rate,GSP Cost,,,,,,THB/KG,,
op_I_GBU_input_price_by_demand_sector,NGV,private,,Premium,,,THB/MMBTU,,
op_I_GBU_input_price_by_demand_sector,NGV,public,,Premium,,,THB/MMBTU,,
op_I_GBU_input_price_by_demand_sector,Industrial,Industrial A,,Premium,,,THB/MMBTU,,
op_I_GBU_input_price_by_demand_sector,Industrial,Industrial B,,Premium,,,THB/MMBTU,,
op_I_GBU_input_price_by_demand_sector,Industrial,Industrial C,,Premium,,,THB/MMBTU,,
op_I_GBU_input_price_by_demand_sector,EGAT + IPP,EGAT + IPP,,Premium,,,THB/MMBTU,,
op_I_GBU_input_price_by_demand_sector,SPP,SPP,,Premium,,,THB/MMBTU,,
op_I_GBU_input_price_by_demand_sector,Fuel,Fuel,,Premium,,,THB/MMBTU,,
op_I_GBU_input_price_by_demand_sector,NGV,private,,Base Price,,,THB/MMBTU,,
op_I_GBU_input_price_by_demand_sector,NGV,public,,Base Price,,,THB/MMBTU,,
op_I_GBU_input_price_by_demand_sector,Industrial,Industrial A,,Base Price,,,THB/MMBTU,,
op_I_GBU_input_price_by_demand_sector,Industrial,Industrial B,,Base Price,,,THB/MMBTU,,
op_I_GBU_input_price_by_demand_sector,Industrial,Industrial C,,Base Price,,,THB/MMBTU,,
op_I_GBU_input_price_by_demand_sector,EGAT + IPP,EGAT + IPP,,Base Price,,,THB/MMBTU,,
op_I_GBU_input_price_by_demand_sector,SPP,SPP,,Base Price,,,THB/MMBTU,,
op_I_GBU_input_price_by_demand_sector,Fuel,Fuel,,Base Price,,,THB/MMBTU,,
op_J_GSP_Marketing_input_depot_constraints,LPG,LPG_PTT Tank Vessel,,depot_cost,,,KT,,
op_J_GSP_Marketing_input_depot_constraints,LPG,LPG_PTT Tank Truck,,depot_cost,,,KT,,
op_J_GSP_Marketing_input_depot_constraints,LPG,LPG_PTT Tank Vessel,,min,,,KT,,
op_J_GSP_Marketing_input_depot_constraints,LPG,LPG_PTT Tank Truck,,min,,,KT,,
op_J_GSP_Marketing_input_depot_constraints,LPG,LPG_PTT Tank Vessel,,max,,,KT,,
op_J_GSP_Marketing_input_depot_constraints,LPG,LPG_PTT Tank Truck,,max,,,KT,,
op_J_GSP_Marketing_input_inventory_min_max,C3,GSP,,inventory_opening,,,KT,,
op_J_GSP_Marketing_input_inventory_min_max,LPG,GSP,,inventory_opening,,,KT,,
op_J_GSP_Marketing_input_inventory_min_max,NGL,GSP,,inventory_opening,,,KT,,
op_J_GSP_Marketing_input_inventory_min_max,C3,GSP,,inventory_min,,,KT,,
op_J_GSP_Marketing_input_inventory_min_max,LPG,GSP,,inventory_min,,,KT,,
op_J_GSP_Marketing_input_inventory_min_max,NGL,GSP,,inventory_min,,,KT,,
op_J_GSP_Marketing_input_inventory_min_max,C3,GSP,,inventory_max,,,KT,,
op_J_GSP_Marketing_input_inventory_min_max,LPG,GSP,,inventory_max,,,KT,,
op_J_GSP_Marketing_input_inventory_min_max,NGL,GSP,,inventory_max,,,KT,,
op_J_GSP_Marketing_input_supply_constraint,GC,,,min,,,KT,,
op_J_GSP_Marketing_input_supply_constraint,Import,,,min,,,KT,,
op_J_GSP_Marketing_input_supply_constraint,PTTEP,,,min,,,KT,,
op_J_GSP_Marketing_input_supply_constraint,GC,,,max,,,KT,,
op_J_GSP_Marketing_input_supply_constraint,Import,,,max,,,KT,,
op_J_GSP_Marketing_input_supply_constraint,PTTEP,,,max,,,KT,,
op_J_GSP_Marketing_input_supply_constraint,GC,,,supply_cost_usd_mt,,,USD/Ton,,
op_J_GSP_Marketing_input_supply_constraint,Import,,,supply_cost_usd_mt,,,USD/Ton,,
op_J_GSP_Marketing_input_supply_constraint,PTTEP,,,supply_cost_usd_mt,,,USD/Ton,,
op_L_GC_input_end_user_demand,HDPE,,,min,,,KT/M,,
op_L_GC_input_end_user_demand,LDPE,,,min,,,KT/M,,
op_L_GC_input_end_user_demand,LLDPE,,,min,,,KT/M,,
op_L_GC_input_end_user_demand,PS,,,min,,,KT/M,,
op_L_GC_input_end_user_demand,Glycol,,,min,,,KT/M,,
op_L_GC_input_end_user_demand,Export Ethylene,,,min,,,KT/M,,
op_L_GC_input_end_user_demand,PP,,,min,,,KT/M,,
op_L_GC_input_end_user_demand,Phenol,,,min,,,KT/M,,
op_L_GC_input_end_user_demand,GCO (Oxirane),,,min,,,KT/M,,
op_L_GC_input_end_user_demand,Export Propylene,,,min,,,KT/M,,
op_L_GC_input_end_user_demand,LPG sell to M7 Domestic,,,min,,,KT/M,,
op_L_GC_input_end_user_demand,LN sell to Domestic,,,min,,,KT/M,,
op_L_GC_input_end_user_demand,Export LN,,,min,,,KT/M,,
op_L_GC_input_end_user_demand,Domestic Ethylene,,,min,,,KT/M,,
op_L_GC_input_end_user_demand,Domestic Propylene,,,min,,,KT/M,,
op_L_GC_input_end_user_demand,HDPE,,,max,,,KT/M,,
op_L_GC_input_end_user_demand,LDPE,,,max,,,KT/M,,
op_L_GC_input_end_user_demand,LLDPE,,,max,,,KT/M,,
op_L_GC_input_end_user_demand,PS,,,max,,,KT/M,,
op_L_GC_input_end_user_demand,Glycol,,,max,,,KT/M,,
op_L_GC_input_end_user_demand,Export Ethylene,,,max,,,KT/M,,
op_L_GC_input_end_user_demand,PP,,,max,,,KT/M,,
op_L_GC_input_end_user_demand,Phenol,,,max,,,KT/M,,
op_L_GC_input_end_user_demand,GCO (Oxirane),,,max,,,KT/M,,
op_L_GC_input_end_user_demand,Export Propylene,,,max,,,KT/M,,
op_L_GC_input_end_user_demand,LPG sell to M7 Domestic,,,max,,,KT/M,,
op_L_GC_input_end_user_demand,LN sell to Domestic,,,max,,,KT/M,,
op_L_GC_input_end_user_demand,Export LN,,,max,,,KT/M,,
op_L_GC_input_end_user_demand,Domestic Ethylene,,,max,,,KT/M,,
op_L_GC_input_end_user_demand,Domestic Propylene,,,max,,,KT/M,,
op_L_GC_input_feedstock_input,Domestic LN,,,min,,,KT/M,,
op_L_GC_input_feedstock_input,TOP LN,,,min,,,KT/M,,
op_L_GC_input_feedstock_input,IRPC LN,,,min,,,KT/M,,
op_L_GC_input_feedstock_input,Import LN A,,,min,,,KT/M,,
op_L_GC_input_feedstock_input,Import LN B,,,min,,,KT/M,,
op_L_GC_input_feedstock_input,Import LN C,,,min,,,KT/M,,
op_L_GC_input_feedstock_input,Import LN D,,,min,,,KT/M,,
op_L_GC_input_feedstock_input,Import LN E,,,min,,,KT/M,,
op_L_GC_input_feedstock_input,Import Ethylene,,,min,,,KT/M,,
op_L_GC_input_feedstock_input,Domestic LN,,,max,,,KT/M,,
op_L_GC_input_feedstock_input,TOP LN,,,max,,,KT/M,,
op_L_GC_input_feedstock_input,IRPC LN,,,max,,,KT/M,,
op_L_GC_input_feedstock_input,Import LN A,,,max,,,KT/M,,
op_L_GC_input_feedstock_input,Import LN B,,,max,,,KT/M,,
op_L_GC_input_feedstock_input,Import LN C,,,max,,,KT/M,,
op_L_GC_input_feedstock_input,Import LN D,,,max,,,KT/M,,
op_L_GC_input_feedstock_input,Import LN E,,,max,,,KT/M,,
op_L_GC_input_feedstock_input,Import Ethylene,,,max,,,KT/M,,
op_L_GC_input_ole_plant_constraints,C2,,,min,,,TON/HR,,
op_L_GC_input_ole_plant_constraints,C3,,,min,,,TON/HR,,
op_L_GC_input_ole_plant_constraints,LPG,,,min,,,TON/HR,,
op_L_GC_input_ole_plant_constraints,LN/NGL,,,min,,,TON/HR,,
op_L_GC_input_ole_plant_constraints,C2,,,max,,,TON/HR,,
op_L_GC_input_ole_plant_constraints,C3,,,max,,,TON/HR,,
op_L_GC_input_ole_plant_constraints,LPG,,,max,,,TON/HR,,
op_L_GC_input_ole_plant_constraints,LN/NGL,,,max,,,TON/HR,,
op_L_GC_input_own_feedstock_production,GC LN,,,max (Ton/Day),,,TON/DAY,,
op_L_GC_input_own_feedstock_production,GC LPG ARO,,,max (Ton/Day),,,TON/DAY,,
op_L_GC_input_own_feedstock_production,GC LPG REF,,,max (Ton/Day),,,TON/DAY,,
op_L_GC_input_own_feedstock_production,GC LN,,,min (Ton/Day),,,TON/DAY,,
op_L_GC_input_own_feedstock_production,GC LPG ARO,,,min (Ton/Day),,,TON/DAY,,
op_L_GC_input_own_feedstock_production,GC LPG REF,,,min (Ton/Day),,,TON/DAY,,
op_L_GC_input_polymer_plant_constraints,HDPE,,,min,,,TON/HR,,
op_L_GC_input_polymer_plant_constraints,LDPE,,,min,,,TON/HR,,
op_L_GC_input_polymer_plant_constraints,LLDPE,,,min,,,TON/HR,,
op_L_GC_input_polymer_plant_constraints,PS,,,min,,,TON/HR,,
op_L_GC_input_polymer_plant_constraints,Glycol,,,min,,,TON/HR,,
op_L_GC_input_polymer_plant_constraints,PP,,,min,,,TON/HR,,
op_L_GC_input_polymer_plant_constraints,Phenol,,,min,,,TON/HR,,
op_L_GC_input_polymer_plant_constraints,GCO,,,min,,,TON/HR,,
op_L_GC_input_polymer_plant_constraints,HDPE,,,max,,,TON/HR,,
op_L_GC_input_polymer_plant_constraints,LDPE,,,max,,,TON/HR,,
op_L_GC_input_polymer_plant_constraints,LLDPE,,,max,,,TON/HR,,
op_L_GC_input_polymer_plant_constraints,PS,,,max,,,TON/HR,,
op_L_GC_input_polymer_plant_constraints,Glycol,,,max,,,TON/HR,,
op_L_GC_input_polymer_plant_constraints,PP,,,max,,,TON/HR,,
